Coordinate_ECID,TEST_NUM,Test_Name,Mean,Std,EV (6-Sigma) [Units],CV (%),Cp,CPKn,P5,P95,Kurtosis (excess),Max,Min,Ext_Drift,LO_LIMIT,HI_LIMIT,UNITS,Dist,Dist_Repeat,Trend
w1_x-1_y-1,2030,Clock_MHz,103.13289603791307,2.923299182037522,17.539795092225134,2.834497327567411,1.1402641761114645,0.7830312641600826,99.43622728605045,106.59640419742628,-1.7831481750672935,107.35135201635512,98.80086177672882,0.08290749671649889,90.0,110.0,MHz,Double,Stable Non-Normal Distribution,Step Shift / Discontinuity
w1_x-1_y-1,1060,Rst_V,3304.3832593566926,83.51569325564132,501.0941595338479,2.527421509570909,1.1973797510594837,1.1798849977349977,3175.0005481333587,3449.9104450046107,-0.2606337148540798,3508.8734273142486,3127.1012830425975,0.11553506791036572,3000.0,3600.0,mV,Normal,Normal Distribution,Stable / Random Noise
w1_x-1_y-1,1020,Standby_uA,7.044677386129074,1.115623450396653,6.693740702379918,15.836402282854126,1.3445396826919374,0.8830107843347382,5.418881916226973,8.68329560265726,-1.0806196979192197,9.0716345238066,5.038387714118399,0.5725239906130604,1.0,10.0,uA,Double,Normal Distribution,Thermal / Upward-Downward Drift
w1_x-1_y-1,1080,Temp_Sensor_C,34.731241783096365,2.8029138340095234,16.81748300405714,8.070295474933744,1.783857905060028,1.751896140408469,30.674792496651353,39.678115426948786,-0.38286366382546255,41.90079674158211,30.57487659556527,0.3261017909106016,20.0,50.0,C,Double,Normal Distribution,Stable / Random Noise
w1_x-1_y-1,1010,VCC_mA,15.192946742545622,0.7670324514026557,4.602194708415935,5.048608834089398,0.8691505365223435,0.7853006541204605,13.968640582319617,16.431485173216625,0.20170048459131085,17.10613507749863,13.356654293534879,0.24679088576437122,13.0,17.0,mA,Normal,Normal Distribution,Stable / Random Noise
w1_x-1_y-1,1040,VRef_Volts,1.2502730664341943,0.02137164817069704,0.12822988902418225,1.7093584389248215,0.7798493842659536,0.7755903704545505,1.2199753972889937,1.2800789287202257,-1.4504803386328025,1.2822665334594727,1.217615401956818,0.05170960907527281,1.2,1.3,V,Double,Stable Non-Normal Distribution,Cyclic / Oscillatory
w1_x-1_y-2,2030,Clock_MHz,102.92843011723387,3.181269452073823,19.087616712442937,3.0907587422157388,1.0477997489839732,0.7409589148084972,98.73687308451369,106.84772759737486,-1.7053912764148242,108.08298357451244,98.32404581095541,0.09481284959307891,90.0,110.0,MHz,Double,Stable Non-Normal Distribution,Step Shift / Discontinuity
w1_x-1_y-2,1060,Rst_V,3282.057948650459,109.4850236283554,656.9101417701324,3.3358650377691923,0.9133669308000324,0.8587413428887426,3131.0498509947765,3486.390449071608,0.4183825415578588,3557.4440412618233,3009.169493497553,0.1670520619508604,3000.0,3600.0,mV,Normal,Normal Distribution,Stable / Random Noise
w1_x-1_y-2,1020,Standby_uA,7.015305956733939,1.1864383000600414,7.118629800360248,16.91213907671679,1.264288248216608,0.8385585785385319,5.19407587250157,8.891300677488166,-1.096355737786395,9.10479991319905,4.864788966632645,0.6043943019329686,1.0,10.0,uA,Double,Normal Distribution,Thermal / Upward-Downward Drift
w1_x-1_y-2,1080,Temp_Sensor_C,35.17306458795663,2.327900351980577,13.967402111883462,6.6184177558916994,2.1478582602326606,2.1230770465795663,31.998296894792734,39.240309714020846,-0.6478724843128196,40.284497478478926,31.0845856972237,0.2615612796049993,20.0,50.0,C,Double,Normal Distribution,Stable / Random Noise
w1_x-1_y-2,1010,VCC_mA,15.153695615187933,0.7422713689428329,4.453628213656997,4.898286119716463,0.8981441216251613,0.8291237149748587,13.82830714684068,16.217654985602753,0.5420382776180261,16.83339070183157,13.211037958784585,0.23904088052398562,13.0,17.0,mA,Normal,Normal Distribution,Stable / Random Noise
w1_x-1_y-2,1040,VRef_Volts,1.2500816493239864,0.021880814571008045,0.13128488742604827,1.7503508337107943,0.7617022946097226,0.7604584450610479,1.2198273883241286,1.2800007394392001,-1.4440033252923272,1.2824014043582899,1.21790362581989,0.05159485268284564,1.2,1.3,V,Double,Stable Non-Normal Distribution,Cyclic / Oscillatory
w1_x-1_y-3,2030,Clock_MHz,103.17047154220832,3.109444273832153,18.656665642992916,3.013889756779914,1.0720029174940815,0.7321274431861537,99.23174684376026,107.03431323823474,-1.7412686553608947,108.10812742193237,98.68200633987233,0.09136452456945195,90.0,110.0,MHz,Double,Stable Non-Normal Distribution,Step Shift / Discontinuity
w1_x-1_y-3,1060,Rst_V,3298.2893339858792,108.70664063168816,652.2398437901289,3.295849139478604,0.9199070030948031,0.9146614909403166,3099.691674570659,3444.608774917867,-0.691037217151425,3506.674752342448,3074.0959689365495,0.13115246711335068,3000.0,3600.0,mV,Double,Normal Distribution,Stable / Random Noise
w1_x-1_y-3,1020,Standby_uA,7.007718119448701,1.1385576202889474,6.831345721733684,16.247194891145504,1.3174563792558205,0.8760446337919804,5.2489201605914575,8.717790266317182,-1.2304714463539053,8.866084570175918,5.16829826829838,0.5276733793865047,1.0,10.0,uA,Double,Normal Distribution,Thermal / Upward-Downward Drift
w1_x-1_y-3,1080,Temp_Sensor_C,34.61390688209673,3.169098199314483,19.0145891958869,9.155563427466284,1.5777359000997713,1.537125701906608,29.523584133393992,39.49366701319277,-0.8118228817456696,40.80651395795493,28.872201226216227,0.3447837533159673,20.0,50.0,C,Double,Normal Distribution,Stable / Random Noise
w1_x-1_y-3,1010,VCC_mA,14.92593154314407,0.8132945499824178,4.879767299894507,5.448869624194334,0.8197112186243951,0.7893538461088938,13.814053034464425,16.370470546897913,-0.2864273024945003,16.771278462403593,13.006029793936882,0.252262222802181,13.0,17.0,mA,Normal,Normal Distribution,Stable / Random Noise
w1_x-1_y-3,1040,VRef_Volts,1.2501594559230513,0.020710188161161224,0.12426112896696734,1.6566037286715494,0.8047568924517284,0.8021904273893722,1.2211695588012075,1.2780613480784442,-1.50848616378367,1.2822891423226623,1.2201276328346649,0.0497228647061672,1.2,1.3,V,Flat,Stable Non-Normal Distribution,Cyclic / Oscillatory
w1_x-1_y-4,2030,Clock_MHz,102.92351364414088,3.134916035436657,18.809496212619944,3.0458696214702328,1.063292699279277,0.7524376278734416,98.72850991793776,106.44821562541746,-1.766739173343458,107.02972014064586,97.79550633708226,0.0897191854087978,90.0,110.0,MHz,Double,Stable Non-Normal Distribution,Step Shift / Discontinuity
w1_x-1_y-4,1060,Rst_V,3301.0548146496694,92.01950755291826,552.1170453175096,2.7875789018875774,1.0867260938393128,1.0829051118261137,3150.0519622053916,3427.7262687568723,-0.8094082162665299,3487.26056972599,3129.192056953226,0.10847093819336198,3000.0,3600.0,mV,Normal,Normal Distribution,Stable / Random Noise
w1_x-1_y-4,1020,Standby_uA,7.073943190938319,1.2117712398970872,7.270627439382523,17.130067448793753,1.2378574029594822,0.8048980183504447,5.165633827603241,8.852314673154382,-1.044630256310466,9.142461854666367,4.866519291022451,0.6044637973798509,1.0,10.0,uA,Double,Normal Distribution,Thermal / Upward-Downward Drift
w1_x-1_y-4,1080,Temp_Sensor_C,34.60018168806579,3.0401664974309894,18.240998984585936,8.786562234959582,1.6446467666244975,1.6008094403605064,29.61175157919377,38.93357009739804,-0.5759239212105234,40.09248075750115,27.201843768799293,0.37255980633038305,20.0,50.0,C,Double,Normal Distribution,Stable / Random Noise
w1_x-1_y-4,1010,VCC_mA,15.07644074379237,0.6252052440753199,3.7512314644519194,4.146902141559798,1.0663164984367146,1.0255614853074257,14.218299002870918,16.226907923599267,0.30429751432409713,16.567935734085616,13.454457632983685,0.20651280723428614,13.0,17.0,mA,Double,Normal Distribution,Stable / Random Noise
w1_x-1_y-4,1040,VRef_Volts,1.250356163666422,0.021478328578287017,0.1288699714697221,1.717776838505444,0.775975961347171,0.7704484724781961,1.2210326479623177,1.2806113785895115,-1.4423237605784451,1.2823713437037911,1.2203983084782857,0.049564305776509145,1.2,1.3,V,Flat,Stable Non-Normal Distribution,Cyclic / Oscillatory
w1_x-1_y-5,2030,Clock_MHz,103.40660374231014,3.0403823073618774,18.242293844171265,2.940220640974273,1.0963533517683333,0.7228692086655064,99.73991985367238,107.19967096989242,-1.816029462537788,107.34638019656796,99.63709122329617,0.07455315902728407,90.0,110.0,MHz,Double,Stable Non-Normal Distribution,Step Shift / Discontinuity
w1_x-1_y-5,1060,Rst_V,3313.744415168004,108.62912781709225,651.7747669025536,3.278138389909134,0.920563406974768,0.8783880547949906,3153.22535957683,3467.668319349735,-0.024345264905480057,3558.4409153716997,3014.9805062423497,0.16400190872952314,3000.0,3600.0,mV,Double,Normal Distribution,Stable / Random Noise
w1_x-1_y-5,1020,Standby_uA,7.036628883334788,1.15468255662696,6.928095339761761,16.409598627002406,1.2990583354630172,0.8554648778165096,5.26398800475851,8.730911957508347,-1.0945556950621156,9.239944619462644,4.880348345458414,0.6195575106041599,1.0,10.0,uA,Flat,Normal Distribution,Thermal / Upward-Downward Drift
w1_x-1_y-5,1080,Temp_Sensor_C,34.85446942993585,2.8750309445827935,17.250185667496762,8.248672240907744,1.7391117161438303,1.7222387881801198,29.818990226704003,39.23871115336104,-0.317088883434689,39.9036103085611,27.854979834419048,0.3456839444468407,20.0,50.0,C,Double,Normal Distribution,Stable / Random Noise
w1_x-1_y-5,1010,VCC_mA,15.240150357073652,0.7272801789850509,4.363681073910305,4.772132570512907,0.916657274500492,0.8065894886077649,14.181058508795568,16.576037996231072,-0.35357854180977677,16.981584892692446,13.78110132232113,0.21000341173706502,13.0,17.0,mA,Double,Normal Distribution,Stable / Random Noise
w1_x-1_y-5,1040,VRef_Volts,1.2499610005202015,0.021419897995762816,0.1285193879745769,1.7136453046813784,0.7780927187404721,0.7774858145151552,1.2193025159699815,1.2785688917276639,-1.4529160829712107,1.280588391220006,1.2160884544433246,0.05160155936852286,1.2,1.3,V,Double,Stable Non-Normal Distribution,Cyclic / Oscillatory
